source	target	weight	resources
ZFP42	DPPA5	1.0	ExTRI
ZFP42	UTF1	1.0	ExTRI
CREB3L3	LPIN1	1.0	ExTRI
JUND	ITGAX	1.0	ExTRI;GEREDB;NTNU.Curated
TP53	CLCA2	1.0	ExTRI
RBPJ	SOX9	-1.0	ExTRI;NTNU.Curated
BATF3	CD8A	-1.0	ExTRI
NFAT5	NUP88	1.0	ExTRI
NFAT5	XPO1	1.0	ExTRI
KAT7	VEGFA	1.0	ExTRI
BMAL1	ATG14	1.0	ExTRI
CLOCK	ATG14	1.0	ExTRI
IRX5	BMP10	1.0	ExTRI
HNF4A	CYP3A5	1.0	ExTRI;NTNU.Curated
SRF	BMP10	1.0	ExTRI;NTNU.Curated
NKX2-5	BMP10	1.0	ExTRI
SATB1	ABL1	1.0	ExTRI
SATB1	CDH1	1.0	ExTRI
SATB1	MMP2	1.0	ExTRI
MBD2	S100A7	1.0	ExTRI
SP3	TFF2	-1.0	ExTRI;TRRUST
LYL1	STMN1	1.0	ExTRI;TRRUST
TAL1	STMN1	1.0	ExTRI
FOXM1	BUB1B	1.0	ExTRI;NTNU.Curated
FOXO1	KLF2	1.0	ExTRI;GEREDB;IntAct;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
KLF6	MDGA2	1.0	ExTRI
NR0B2	DSPP	1.0	ExTRI
SNAI2	BRCA1	-1.0	ExTRI;NTNU.Curated
AR	CD24	1.0	ExTRI
NFATC1	PLAUR	1.0	ExTRI;SIGNOR
BCL11B	EGFR	1.0	ExTRI;Pavlidis2021
NOTCH1	BCL11B	1.0	SIGNOR
BCL11B	NOTCH1	1.0	ExTRI;Pavlidis2021
SP1	ARHGAP18	1.0	ExTRI
SP1	CALM3	1.0	ExTRI
SP1	FGF21	1.0	ExTRI
SP1	IP6K2	1.0	ExTRI
SP1	NPM3	1.0	ExTRI;NTNU.Curated
SP1	RAB20	1.0	ExTRI
SP1	SRSF7	1.0	ExTRI;NTNU.Curated
NR1H3	EDN1	-1.0	ExTRI;NTNU.Curated
RUNX3	CD8A	1.0	ExTRI;GEREDB;NTNU.Curated
CEBPB	TRPV1	1.0	ExTRI;NTNU.Curated
TP63	SAMD9L	1.0	ExTRI;NTNU.Curated
PAX3	TBX2	1.0	ExTRI;SIGNOR
SRF	TRPC6	1.0	ExTRI;NTNU.Curated
ZBTB16	ATP6V1B2	1.0	ExTRI
REST	MAP2K5	-1.0	ExTRI;NTNU.Curated
CEBPA	TERT	-1.0	ExTRI;NTNU.Curated
NR5A1	ALAS1	1.0	ExTRI
NR5A2	ALAS1	1.0	ExTRI
CTCF	IL3	1.0	CytReg;ExTRI
STAT3	CXCL2	1.0	ExTRI;NTNU.Curated
STAT3	CXCR2	1.0	ExTRI;GEREDB;NTNU.Curated
STAT3	POLR2F	1.0	ExTRI
ESR1	PSMB8	1.0	ExTRI
ESR1	TAP2	1.0	ExTRI
MTF1	SOCS3	1.0	ExTRI
ZBTB7A	INS	1.0	ExTRI
ESR1	TEK	1.0	ExTRI;NTNU.Curated
E2F1	DOK1	1.0	ExTRI;NTNU.Curated;TRRUST
TWIST1	DKK1	1.0	ExTRI;NTNU.Curated;TRRUST
TCF7L2	CRTC2	-1.0	ExTRI;NTNU.Curated
HOXA9	SHOX	1.0	ExTRI;TRRUST
EGR1	MAML1	1.0	ExTRI
MAML1	EGR1	1.0	TRRUST
ESR1	TRPS1	1.0	ExTRI
ESR1	VIM	1.0	ExTRI
SNAI2	TRPS1	-1.0	ExTRI;NTNU.Curated
HNF4A	BMP2	1.0	ExTRI
ID2	ITGAE	1.0	ExTRI
RUNX1	SOCS3	-1.0	ExTRI;Pavlidis2021
CASZ1	TP53	1.0	ExTRI
MTF1	EDNRB	1.0	ExTRI
E2F1	LHX2	1.0	ExTRI;NTNU.Curated
TP53	HSP90B1	1.0	ExTRI
CRX	IGF2BP1	1.0	ExTRI
HIF1A	IGF2BP1	1.0	ExTRI
POU5F1	AKT1	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR
NFE2L2	CISH	1.0	ExTRI
NR1H3	CYP1A2	1.0	ExTRI;NTNU.Curated
FOS	SIRT6	1.0	ExTRI;NTNU.Curated
RUNX2	SMURF1	1.0	ExTRI;NTNU.Curated
STAT3	PGF	-1.0	ExTRI;NTNU.Curated;TRRUST
ID3	VCAM1	1.0	ExTRI
KLF11	TNF	1.0	ExTRI
NFE2L2	TP53BP1	1.0	ExTRI
EZH2	MYH7	1.0	ExTRI
ZNF699	GPRASP1	1.0	ExTRI
ZNF699	MSTN	1.0	ExTRI
SP1	CIRBP	1.0	ExTRI
SP1	KEAP1	1.0	ExTRI
MNX1	PTGER2	1.0	ExTRI
NRF1	ATP1B1	1.0	ExTRI
NRF1	ATP1A1	1.0	ExTRI
NRF1	ATP1A3	1.0	ExTRI
KLF6	ACVRL1	1.0	ExTRI
PPARD	VEGFA	1.0	ExTRI;GEREDB;NTNU.Curated
KLF5	DHCR24	1.0	ExTRI
FOXL2	CLU	1.0	ExTRI;NTNU.Curated
FOXL2	PTTG1	-1.0	ExTRI;NTNU.Curated
DNMT3A	CXCL8	1.0	ExTRI
NR6A1	MBD6	1.0	ExTRI
PPARD	SKI	1.0	ExTRI;NTNU.Curated
XBP1	STARD5	1.0	ExTRI;NTNU.Curated
ZBTB7A	NFKBIA	1.0	ExTRI
ZBTB7A	RELA	1.0	ExTRI
PRDM1	BMP5	1.0	ExTRI
MBD2	CDH1	1.0	ExTRI
MBD2	ITK	1.0	ExTRI
SNAI1	ITSN1	1.0	ExTRI
SNAI1	MBD2	1.0	ExTRI
ESR1	BRF1	1.0	ExTRI
TP53	CYP2B6	1.0	ExTRI
CEBPG	HSF1	1.0	ExTRI
MEF2C	NOTCH3	1.0	ExTRI
NR1H4	NDRG2	1.0	ExTRI;NTNU.Curated
STAT3	GREB1	1.0	ExTRI;NTNU.Curated;TRRUST
AR	HNF1A	1.0	ExTRI
SPI1	FLI1	1.0	ExTRI;GEREDB;SIGNOR;TFactS;TRRUST
FLI1	SPI1	1.0	ExTRI
STAT3	WNT3A	1.0	ExTRI
PAX6	PCSK1N	1.0	ExTRI
PAX6	PCSK1	1.0	ExTRI;GEREDB;Pavlidis2021;SIGNOR;TRRUST
ATF2	SCP2	1.0	ExTRI
FOXO1	PKLR	-1.0	ExTRI;NTNU.Curated;TFactS
ESR1	CDKN2B	1.0	ExTRI
OLIG2	CDKN2B	1.0	ExTRI
RORA	FLG	1.0	ExTRI
JUN	PDGFRB	1.0	ExTRI
HOXA1	PRLR	1.0	ExTRI;NTNU.Curated
VSX2	BAD	1.0	ExTRI
SPIB	IFNA1	1.0	ExTRI
MYRF	ADAM2	1.0	ExTRI
GATA2	CEBPB	1.0	ExTRI;NTNU.Curated
KLF10	IL12B	-1.0	ExTRI;NTNU.Curated
STAT3	CCDC88A	1.0	ExTRI;NTNU.Curated
RUNX2	NEU2	1.0	ExTRI;NTNU.Curated
SP3	NEU2	1.0	ExTRI;NTNU.Curated
REST	SLC8A1	-1.0	ExTRI;NTNU.Curated
RCOR2	SLC8A1	-1.0	ExTRI;NTNU.Curated
DNMT1	SFTPA2	1.0	ExTRI
POU3F2	CDH13	1.0	ExTRI;TRRUST
IRF9	PDCD1	1.0	ExTRI
NFATC1	PDCD1	1.0	ExTRI
TBX21	PDCD1	1.0	ExTRI
TBX21	SNCA	1.0	ExTRI
RBPJ	PDCD1	1.0	ExTRI
MBD2	CHD4	-1.0	ExTRI;SIGNOR;TRRUST
FOXN1	CD79A	1.0	ExTRI
SMAD6	PPARG	1.0	ExTRI;NTNU.Curated
ZBTB7A	NRIP1	1.0	ExTRI
ADNP2	HBB	1.0	ExTRI
TP63	IL6	1.0	CytReg;ExTRI
STAT5A	IGF1R	1.0	ExTRI
RUNX2	BCL2	1.0	ExTRI;GEREDB;NTNU.Curated
NR1H2	FGF21	1.0	ExTRI
BCL6	EREG	-1.0	ExTRI;NTNU.Curated
KDM2A	EREG	-1.0	ExTRI;TRRUST
KDM2A	BCOR	1.0	ExTRI
MBD2	BCOR	1.0	ExTRI
MBD2	EREG	1.0	ExTRI
NR0B1	PCK1	1.0	ExTRI
NR5A2	PRKAA1	1.0	ExTRI
ETV1	MMP7	1.0	ExTRI;NTNU.Curated
ATF3	TIMP3	1.0	ExTRI
STAT1	TIMP3	1.0	ExTRI
STAT3	TIMP3	-1.0	ExTRI;NTNU.Curated
CREB1	TTPA	1.0	ExTRI;NTNU.Curated
RFX5	SIRT1	1.0	ExTRI
TBX3	PTEN	-1.0	ExTRI
CEBPG	NOX4	1.0	ExTRI
CEBPG	ROS1	1.0	ExTRI
CEBPG	TRAF3IP2	1.0	ExTRI
VDR	CYP19A1	1.0	ExTRI
NFE2L2	GRIN2B	1.0	ExTRI
TBX15	TFAP2A	1.0	ExTRI
KLF6	GSK3B	1.0	ExTRI
STAT3	FGF2	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
MTA2	FSHR	-1.0	ExTRI;SIGNOR;TRRUST
VDR	GADD45A	1.0	ExTRI
BHLHE41	MYOG	1.0	ExTRI
MYC	SART3	1.0	ExTRI;TRRUST
ZNF263	SART3	1.0	ExTRI
ATF4	GNB1L	1.0	ExTRI
ATF4	HRK	1.0	ExTRI;TRRUST
EGR1	CAV1	1.0	ExTRI;NTNU.Curated
EGR1	CAVIN1	-1.0	ExTRI;NTNU.Curated
EGR1	SRC	1.0	ExTRI
DLX4	TWIST1	1.0	ExTRI;NTNU.Curated
TBX15	BGLAP	1.0	ExTRI
NKX2-5	FGF10	1.0	ExTRI
ETS1	ITGA3	1.0	ExTRI;NTNU.Curated
AR	PEBP1	1.0	ExTRI;TRRUST
E2F7	CDKN1A	-1.0	ExTRI;NTNU.Curated
PPARA	CTSB	1.0	ExTRI;NTNU.Curated
PEG3	PSMD10	1.0	ExTRI
GTF3A	LIPG	1.0	ExTRI
JUN	PEA15	1.0	ExTRI
PPARG	PEA15	-1.0	ExTRI;NTNU.Curated
NFATC2	VRK2	1.0	ExTRI
FLI1	CCL2	1.0	CytReg;ExTRI
SMAD2	SMARCD3	1.0	ExTRI;NTNU.Curated
NOTO	NOTO	1.0	ExTRI
GLI2	GAST	-1.0	ExTRI;NTNU.Curated;Pavlidis2021
ERF	GUSB	1.0	ExTRI
MLXIPL	KHK	1.0	ExTRI;NTNU.Curated
MYF5	MYL4	1.0	ExTRI;NTNU.Curated
MYOD1	MYL4	1.0	ExTRI;NTNU.Curated
MYOG	MYL4	1.0	ExTRI;NTNU.Curated
EZH2	AKT1	1.0	ExTRI
EZH2	ITGA2	1.0	ExTRI
EZH2	MAPK1	1.0	ExTRI
ELK1	TMEM131L	1.0	ExTRI;NTNU.Curated
EGR1	SLC4A2	1.0	ExTRI;NTNU.Curated;SIGNOR;TRRUST
SP1	SLC4A2	1.0	ExTRI;TRRUST
TCF3	SLC4A2	1.0	ExTRI
SP3	HAS1	1.0	ExTRI;NTNU.Curated
SMAD2	HAS1	1.0	ExTRI;NTNU.Curated
SMAD3	HAS1	1.0	ExTRI;NTNU.Curated
SP1	HAS1	1.0	ExTRI
CREM	NOTCH1	1.0	ExTRI
TP53	POLR3B	1.0	ExTRI
JUN	IL17A	1.0	CytReg;ExTRI
NR3C1	H6PD	1.0	ExTRI;NTNU.Curated
NR6A1	CR1	1.0	ExTRI
ZNF699	CR1	1.0	ExTRI
NR5A2	CR1	1.0	ExTRI
PRDM1	CD4	-1.0	ExTRI;GEREDB
EGR2	DGUOK	1.0	ExTRI
PPARG	PKM	-1.0	ExTRI;NTNU.Curated
HIF1A	PRNP	1.0	ExTRI;NTNU.Curated
ETS1	SELL	1.0	ExTRI;NTNU.Curated
IRF1	SELL	1.0	ExTRI
MZF1	SELL	1.0	ExTRI;NTNU.Curated
SP1	SELL	1.0	ExTRI
TRPS1	SOX9	-1.0	ExTRI;NTNU.Curated
SP3	ABCB1	1.0	ExTRI
TBP	ABCB1	1.0	ExTRI
CDX2	REG4	1.0	ExTRI;NTNU.Curated;TRRUST
ESR1	FASN	1.0	ExTRI;NTNU.Curated
FOS	FASN	1.0	ExTRI;NTNU.Curated
MYC	PTEN	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI
NR2F2	POU5F1	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
GBX2	LMO3	1.0	ExTRI
LHX2	LMO3	1.0	ExTRI
LHX9	LMO3	1.0	ExTRI
SP1	CEP131	1.0	ExTRI
MEF2A	GSK3B	1.0	ExTRI
HIF1A	MME	1.0	ExTRI
CUX1	FBXO10	1.0	ExTRI
SP1	P2RX7	1.0	ExTRI
JUN	ADARB1	1.0	ExTRI
DNMT1	MYLIP	1.0	ExTRI
SRF	ITGA8	1.0	ExTRI;NTNU.Curated
STAT3	CXCR6	1.0	ExTRI;NTNU.Curated
BHLHE40	CXCL8	1.0	ExTRI
RELA	IL2RA	1.0	ExTRI;NTNU.Curated;TRRUST
RELA	PMP22	1.0	ExTRI
GBX2	EEF1A1	1.0	ExTRI
OTX2	SOX2	-1.0	ExTRI;NTNU.Curated
NCOA1	AR	1.0	ExTRI;GEREDB
FOXC1	MSX2	1.0	ExTRI;GEREDB;NTNU.Curated
ESR1	RAD21	1.0	ExTRI
MYC	RAD21	1.0	ExTRI
AR	AATF	1.0	ExTRI
AR	DAPK3	1.0	ExTRI
AR	REG3G	1.0	ExTRI
TP53	RUNX1	1.0	ExTRI
RUNX1	TP53	1.0	ExTRI
SRF	ITGB1	1.0	ExTRI;NTNU.Curated
VDR	MDM2	1.0	ExTRI
IRF1	NPY2R	1.0	ExTRI
SNAI1	NPY2R	1.0	ExTRI
TP53	PARK7	1.0	ExTRI
RUNX1	CDKN1A	-1.0	ExTRI;GEREDB;NTNU.Curated
NR1H3	IL5	1.0	ExTRI
XBP1	UFM1	1.0	ExTRI
DNMT1	TXNRD1	1.0	ExTRI
EGR2	PLAC8	1.0	ExTRI
JUN	IL7	1.0	ExTRI
FOS	IL7R	1.0	ExTRI
FOS	VEGFD	1.0	ExTRI;NTNU.Curated;TRRUST
JUN	VEGFD	1.0	ExTRI;NTNU.Curated;TRRUST
EOMES	ELAVL2	1.0	ExTRI
TBX21	ELAVL2	1.0	ExTRI
HMGA2	ZFHX3	1.0	ExTRI
PGR	ZFHX3	1.0	ExTRI;NTNU.Curated
RUNX2	FOSL1	1.0	ExTRI;NTNU.Curated
MSC	AIMP2	1.0	ExTRI
MSC	MAPK1	1.0	ExTRI
RUNX2	COL1A1	1.0	ExTRI;NTNU.Curated;SIGNOR
SP7	COL1A1	1.0	ExTRI;GEREDB;GOA;HTRI;NTNU.Curated
MEF2A	CD44	1.0	ExTRI
TFAP2A	HRK	1.0	ExTRI
BCL6	HES5	1.0	ExTRI
SNAI2	CTNNB1	-1.0	ExTRI;NTNU.Curated
CTNNB1	SNAI2	1.0	NTNU.Curated
SNAI2	VIM	1.0	ExTRI;NTNU.Curated
CTNNB1	ZEB1	1.0	Pavlidis2021
ZEB1	CTNNB1	-1.0	ExTRI;NTNU.Curated
KLF1	HBG2	1.0	ExTRI
NR3C1	IP6K3	1.0	ExTRI;NTNU.Curated
SMAD4	SIRT1	1.0	ExTRI
PRDM1	GHRHR	1.0	ExTRI
GATA3	LORICRIN	1.0	ExTRI
FOS	LORICRIN	1.0	ExTRI
TP53	TDG	1.0	ExTRI
NFE2L2	S100A9	1.0	ExTRI
BCL6	IRF8	1.0	ExTRI
TCF12	KRT27	1.0	ExTRI
HMGA1	LIN28A	1.0	ExTRI
ESR1	SLC2A4	1.0	ExTRI;GEREDB
SP1	SCTR	1.0	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
NKX2-5	PPP1R12A	1.0	ExTRI
PPARA	C3	1.0	ExTRI;NTNU.Curated
NPAS4	CDK5	1.0	ExTRI
NPAS4	RBFOX3	1.0	ExTRI
CEBPB	PSMD10	1.0	ExTRI
NR1H4	PSMD10	1.0	ExTRI
TBX15	PSMD10	1.0	ExTRI
STAT3	POU2F1	1.0	ExTRI;NTNU.Curated;TRRUST
FOXN1	AFP	1.0	ExTRI
FOXN1	PRKG1	1.0	ExTRI
MYC	SIRT2	1.0	ExTRI;SIGNOR
MYCN	SIRT2	1.0	ExTRI;NTNU.Curated;SIGNOR
MYC	NEDD4	1.0	ExTRI
SALL4	EPCAM	1.0	ExTRI;NTNU.Curated
SALL4	KRT19	1.0	ExTRI;NTNU.Curated
HIF1A	EIF4EBP1	1.0	ExTRI;NTNU.Curated
NR4A1	HSPA5	1.0	ExTRI
SP1	ELAVL1	1.0	ExTRI
JUN	CYBB	1.0	ExTRI
HOXC4	TNFSF13	1.0	ExTRI
HIC1	CDKN1A	-1.0	ExTRI;NTNU.Curated
KLF10	PTGS1	1.0	ExTRI;NTNU.Curated;TRRUST
NFAT5	AQP4	1.0	ExTRI;NTNU.Curated
HSF1	SLC6A6	1.0	ExTRI
USF1	ALX3	1.0	ExTRI;NTNU.Curated
TCF3	ALX3	1.0	ExTRI
TWIST1	ALX3	1.0	ExTRI;NTNU.Curated
USF2	ALX3	1.0	ExTRI;NTNU.Curated
ALX3	ALX3	1.0	ExTRI
USF2	MAPRE1	1.0	ExTRI
USF2	MAPRE2	1.0	ExTRI
CREB1	NGB	1.0	ExTRI;NTNU.Curated
SSRP1	STAR	1.0	ExTRI
STAT6	CDKN1A	1.0	ExTRI;NTNU.Curated
STAT6	CDKN1B	1.0	ExTRI
STAT6	TGFB1	1.0	CytReg;ExTRI
ESR1	KRT5	1.0	ExTRI
STAT6	FGFR1	1.0	ExTRI
ETV2	KDR	1.0	ExTRI
PRRX1	VEGFA	1.0	ExTRI;NTNU.Curated
SP7	MMP13	1.0	ExTRI;NTNU.Curated
JUN	SLC11A1	1.0	ExTRI
KCNIP3	CDKN1A	1.0	ExTRI
TP53	NCF2	1.0	ExTRI;NTNU.Curated
VDR	LIN28A	1.0	ExTRI
RFX6	GIP	1.0	ExTRI
HSF1	FOXM1	1.0	ExTRI;NTNU.Curated
KMT2A	SCARB1	1.0	ExTRI
KMT2B	SCARB1	1.0	ExTRI
ISL1	LDB1	1.0	ExTRI
HBP1	IL2	1.0	ExTRI
PITX1	HOXC10	1.0	ExTRI
PITX1	HOXC11	1.0	ExTRI
PITX1	TBX4	1.0	ExTRI;GEREDB;TRRUST
PITX1	FGFR1	1.0	ExTRI
PITX1	KRT27	1.0	ExTRI
HMGA1	FMNL2	1.0	ExTRI
FOXP3	BIRC3	-1.0	ExTRI;NTNU.Curated
FOXP3	CASP3	1.0	ExTRI;NTNU.Curated
FOXP3	CASP9	1.0	ExTRI;NTNU.Curated
SOX11	TANK	1.0	ExTRI;NTNU.Curated
EGR2	IL17A	1.0	ExTRI;NTNU.Curated
EGR2	IL6	-1.0	CytReg;ExTRI;TRRUST
ATF4	FGF19	1.0	ExTRI;SIGNOR;TRRUST
HOXA9	SCMH1	1.0	ExTRI
NFIC	AHR	1.0	ExTRI
AHR	NFIC	1.0	ExTRI
PITX2	AHR	1.0	ExTRI
MYB	CHD7	1.0	ExTRI
MYB	MT-ATP6	1.0	ExTRI
MYC	MT-ATP6	1.0	ExTRI
AR	RHOB	1.0	ExTRI;NTNU.Curated
SP1	MGARP	1.0	ExTRI
ESR1	MGARP	1.0	ExTRI
GATA2	GNRHR	1.0	ExTRI;NTNU.Curated;TFactS
RORA	SULT2A1	1.0	ExTRI
TFE3	MYOG	1.0	ExTRI
NONO	POU5F1	1.0	ExTRI;NTNU.Curated
PPARG	CITED2	1.0	ExTRI;NTNU.Curated
IRF3	TSLP	1.0	ExTRI
SMAD4	HAVCR2	1.0	ExTRI;NTNU.Curated
NR2E1	VEGFA	1.0	ExTRI;NTNU.Curated
ETS1	CCNA2	1.0	ExTRI;NTNU.Curated
HIF1A	MCL1	1.0	ExTRI
HOXB3	CDCA3	1.0	ExTRI;NTNU.Curated
SMAD5	GTF2F2	1.0	ExTRI
SMAD5	SMAP1	1.0	ExTRI
GATA3	FGF10	1.0	ExTRI
DNMT3A	VEGFA	1.0	ExTRI
TEAD1	TNNT2	1.0	ExTRI;NTNU.Curated
TEAD1	MRPL21	1.0	ExTRI;NTNU.Curated
TEAD1	NDUFA6	1.0	ExTRI;NTNU.Curated
CREB1	CIDEC	1.0	ExTRI;NTNU.Curated
TFCP2	IFNG	-1.0	ExTRI;GEREDB
THRA	SCD	1.0	ExTRI
SREBF1	COL6A1	1.0	ExTRI;GEREDB;NTNU.Curated
SP3	XYLT1	-1.0	ExTRI;NTNU.Curated
TBX15	SENP2	1.0	ExTRI
PITX2	IL3	1.0	ExTRI
SP1	IL3	1.0	ExTRI;TRRUST
IRF1	IFI35	1.0	ExTRI
IRF2	IFI35	1.0	ExTRI;NTNU.Curated
RARA	TNIP1	1.0	ExTRI
HMGA1	CCNE1	-1.0	ExTRI;GEREDB
HMGA1	PCNA	1.0	ExTRI
NR2C2	DUSP14	1.0	ExTRI
PITX2	LHX6	1.0	ExTRI;TRRUST
LHX6	PITX2	1.0	ExTRI
ESR1	WBP2	1.0	ExTRI
NFAT5	CCL2	1.0	CytReg;ExTRI;TRRUST
NFAT5	CIDEC	1.0	ExTRI
KAT7	KLRK1	1.0	ExTRI
XBP1	PTH1R	1.0	ExTRI
XBP1	TNFSF11	1.0	ExTRI
TP53	PRAP1	1.0	ExTRI;NTNU.Curated
FOXA2	FTO	-1.0	ExTRI;Pavlidis2021
USF1	FTO	1.0	ExTRI
HNF4A	LPIN1	1.0	ExTRI
REST	PIK3R1	-1.0	ExTRI;NTNU.Curated
NFKB2	MAP3K14	1.0	ExTRI
MAZ	GATA4	1.0	ExTRI
MYC	GATA4	1.0	ExTRI;TRRUST
FOXM1	CDC25A	1.0	ExTRI;NTNU.Curated;TRRUST
SOX17	KDR	1.0	ExTRI
NFKB1	SIN3A	1.0	ExTRI
DNMT1	SOCS1	1.0	ExTRI
SP1	VEGFC	1.0	ExTRI
SMAD3	BBC3	1.0	ExTRI;NTNU.Curated
SMAD4	BBC3	1.0	ExTRI;NTNU.Curated
STAT5A	GRB10	1.0	ExTRI;TFactS
TP53	SOX4	1.0	ExTRI
NFE2L2	CBR1	1.0	ExTRI
EGR1	RPS6KA1	1.0	ExTRI
KMT2B	HRH4	1.0	ExTRI
KMT2B	KMT2D	1.0	ExTRI
KMT2B	ME2	1.0	ExTRI
KMT2B	PRMT5	1.0	ExTRI
KMT2B	PRMT7	1.0	ExTRI
HBP1	DNMT1	-1.0	ExTRI;TRRUST
JUN	CXCL10	1.0	CytReg;ExTRI
PITX2	WNT5A	1.0	ExTRI;TRRUST
SP1	SYN1	1.0	ExTRI;NTNU.Curated
RUNX1	CSF3	1.0	ExTRI
ZBTB33	CBFA2T3	1.0	ExTRI
ZBTB38	CBFA2T3	1.0	ExTRI
ZBTB4	CBFA2T3	1.0	ExTRI
TP63	TUBB3	1.0	ExTRI
POU5F1	TET2	1.0	ExTRI;NTNU.Curated;Pavlidis2021
PRDM4	TET2	1.0	ExTRI
PRDM4	TET3	1.0	ExTRI
TET1	TET2	1.0	ExTRI
TET1	TET3	1.0	ExTRI
EZH2	MAPK8	1.0	ExTRI
HIF1A	ADIPOQ	1.0	ExTRI;GEREDB
STAT3	ADIPOQ	1.0	ExTRI;NTNU.Curated
SMAD7	CASP8	1.0	ExTRI;NTNU.Curated
SMAD2	NKX2-1	1.0	ExTRI;NTNU.Curated;TRRUST
MEF2A	PCDH10	1.0	ExTRI
SNAI1	DSG2	1.0	ExTRI
SMAD3	ANGPTL2	1.0	ExTRI;NTNU.Curated
RARA	ABCG2	1.0	ExTRI;NTNU.Curated
CEBPB	STEAP4	1.0	ExTRI
FOXO3	STAT5A	1.0	ExTRI
HSF1	CRYAB	1.0	ExTRI;GEREDB
HSF4	CRYAB	1.0	ExTRI;NTNU.Curated
RARG	CRABP2	1.0	ExTRI
RARG	STRA6	1.0	ExTRI;NTNU.Curated
RARG	DLEU7	1.0	ExTRI
RARG	STRA8	1.0	ExTRI
RARG	FGFR1	1.0	ExTRI
RARG	ME3	1.0	ExTRI
RARG	MEIS1	1.0	ExTRI;NTNU.Curated
CTBP2	TIAM1	1.0	ExTRI
GRHL3	PTEN	1.0	ExTRI
GRHL3	TIAM1	1.0	ExTRI
KLF8	TIAM1	1.0	ExTRI
TP53	AXL	1.0	ExTRI
TP63	AXL	1.0	ExTRI
KLF5	SHH	1.0	ExTRI
KLF5	SOX9	-1.0	ExTRI;NTNU.Curated
KLF5	FOXA1	-1.0	ExTRI;NTNU.Curated
HES1	GATA2	-1.0	ExTRI;NTNU.Curated
TFE3	GCK	1.0	ExTRI
AHR	STC2	1.0	ExTRI;NTNU.Curated
IRF1	TNFSF13B	1.0	CytReg;ExTRI
LHX2	BIRC3	1.0	ExTRI
ESR1	PRKG1	1.0	ExTRI
NR3C1	PDX1	-1.0	ExTRI;NTNU.Curated
NFE2L2	BCL2L1	1.0	ExTRI
FOXA2	BIRC3	1.0	ExTRI
PPARA	KLF4	1.0	ExTRI;NTNU.Curated
PPARG	KLF4	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
PPARG	TLCD3B	1.0	ExTRI;NTNU.Curated
GATA6	PPP1R14A	1.0	ExTRI;NTNU.Curated
IKZF2	IL2	1.0	CytReg;ExTRI
MYC	PARP1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
MYC	EGR1	1.0	ExTRI
CREB3L3	CREB3	1.0	ExTRI
MYCN	RASSF1	1.0	ExTRI;NTNU.Curated
NFIL3	THEG	1.0	ExTRI
NFIL3	EHMT2	1.0	ExTRI
ZIC1	DR1	1.0	ExTRI;NTNU.Curated
BCL11B	TSLP	1.0	ExTRI;NTNU.Curated
KMT2A	MLLT10	1.0	ExTRI
DNMT1	CD55	1.0	ExTRI
GATA6	HCN4	1.0	ExTRI
GATA6	MYH6	1.0	ExTRI
NKX2-5	HCN4	1.0	ExTRI
NKX2-5	KDR	1.0	ExTRI
NKX2-5	MYH6	1.0	ExTRI
SPI1	ITGAX	1.0	ExTRI;GEREDB;TRRUST
SPI1	AXIN1	1.0	ExTRI
ESR1	ZEB1	1.0	TRRUST
ZEB1	ESR1	-1.0	ExTRI;NTNU.Curated
HR	BRCA1	1.0	ExTRI
SALL4	PTEN	-1.0	ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST
FOXM1	SNAI1	1.0	ExTRI;NTNU.Curated
TFE3	ASPSCR1	1.0	ExTRI
TFE3	CYP17A1	1.0	ExTRI;NTNU.Curated
TFE3	UPP1	1.0	ExTRI;NTNU.Curated
CLOCK	TF	1.0	ExTRI
SP1	LMO4	1.0	ExTRI;TRRUST
SP1	LAMTOR5	1.0	ExTRI
WT1	USP18	-1.0	ExTRI;NTNU.Curated
ONECUT1	CYP3A4	1.0	ExTRI
FOXA2	NFYA	1.0	ExTRI
AR	AGR3	1.0	ExTRI
PPARA	CYP3A4	1.0	ExTRI;NTNU.Curated
ETS1	DAXX	1.0	ExTRI;NTNU.Curated
DAXX	ETS1	-1.0	GOA
SP1	DAXX	1.0	ExTRI
SREBF1	DGAT2	1.0	ExTRI;NTNU.Curated
CREB1	PPARGC1B	1.0	ExTRI;GEREDB;NTNU.Curated
ELF5	FOXA1	1.0	ExTRI;NTNU.Curated
ELF5	EGFR	1.0	ExTRI
ELF5	LARGE1	1.0	ExTRI
SP1	USP22	1.0	ExTRI
AHR	GCM1	1.0	ExTRI
KCNIP3	GCM1	-1.0	ExTRI;TRRUST
SOX4	CDH2	1.0	ExTRI;NTNU.Curated
SOX2	BIRC5	1.0	ExTRI;NTNU.Curated;Pavlidis2021
GATA3	LMO1	1.0	ExTRI
TAL1	LMO1	1.0	ExTRI
CTCF	MUC2	-1.0	ExTRI;NTNU.Curated
